id,identifikator,kategorie,koordinaten,webseite,funktion,name,adresse,postleitzahl,stadtviertel,oeffnungszeiten,rollstuhlgerechtigkeit,rollstuhlbeschreibung,old_identifikator,fakten
761,Fachschaft Geodäsie und Geoinformatik,Institut,"['49.01096', '8.41084']",https://www.fachschaft-gug.de/,,Architektur,Englerstraße 7,76131.0,Innenstadt-Ost,,yes,Rollstuhlrampe auf der Rückseite des Gebäudes. Aufzug befindet sich links. Behindertengerechten Toiletteim UG nähe Rampe,Fachschaft Geodäsie und Geoinformatik,
762,Fachschaft Geowissenschaften,Institut,"['49.00970', '8.41693']",https://fs-geo.bio-geo.uni-karlsruhe.de/,,,Reinhard-Baumeister-Platz 1,76131.0,Innenstadt-Ost,,,,Fachschaft Geowissenschaften,
763,Fachschaft Informatik,Institut,"['49.01386', '8.41949']",https://www.fsmi.uni-karlsruhe.de/,,Informatikbau,Am Fasanengarten 5,76131.0,Oststadt,"Mo-Fr 07:00-22:30; Sa 07:00-15:00; Su,PH off",yes,,Fachschaft Informatik,
764,Fachschaft Kunstgeschichte,Institut,"['49.01096', '8.41084']",https://kg.ikb.kit.edu/68.php,,Architektur,Englerstraße 7,76131.0,Innenstadt-Ost,,yes,Rollstuhlrampe auf der Rückseite des Gebäudes. Aufzug befindet sich links. Behindertengerechten Toiletteim UG nähe Rampe,Fachschaft Kunstgeschichte,
765,Fachschaft Maschinenbau/Chemieingenieurwesen,Institut,"['49.00954', '8.41430']",https://www.fs-fmc.kit.edu/,,Kollegiengebäude Maschinenbau II,Kaiserstraße 10,76131.0,Innenstadt-Ost,,yes,,Fachschaft Maschinenbau/Chemieingenieurwesen,
766,Fachschaft Mathematik und Informatik,Institut,"['49.01386', '8.41949']",https://www.fsmi.uni-karlsruhe.de/,,Informatikbau,Am Fasanengarten 5,76131.0,Oststadt,"Mo-Fr 07:00-22:30; Sa 07:00-15:00; Su,PH off",yes,,Fachschaft Mathematik und Informatik,
767,Fachschaft Physik,Institut,"['49.01240', '8.41089']",https://fachschaft.physik.kit.edu/drupal/,,Physik-Flachbau,Engesserstraße 7,76131.0,Innenstadt-Ost,,,,Fachschaft Physik,
768,Fachschaft Sport,Institut,"['49.01565', '8.41632']",https://www.sport.kit.edu/fachschaft/,,,Engler-Bunte-Ring 15,76131.0,Innenstadt-Ost,,yes,,Fachschaft Sport,
769,Fachschaft WiWi,Institut,"['49.00918', '8.40966']",https://www.fachschaft.org/,,,Schlossbezirk 12,76131.0,Innenstadt-Ost,,limited,,Fachschaft WiWi,
769,Fachschaft WiWi,Institut,"['49.01265', '8.40663']",https://www.fachschaft.org/,,,Schlossbezirk 12,76131.0,Innenstadt-Ost,,limited,,Fachschaft WiWi,
771,"Institut für Germanistik: Literatur, Sprache, Medien (GER)",Institut,"['49.01322', '8.41354']",https://www.geistsoz.kit.edu/germanistik/,,Franz-Schnabel-Haus,Fritz-Haber-Weg 7,76131.0,Innenstadt-Ost,,,,"Germanistik: Literatur, Sprache, Medien (GER), Institut für",
772,Zentrale Studienberatung (ZSB),Einrichtung,"['49.01038', '8.41248']",https://www.sle.kit.edu/vorstudium/zib.php,,Adolf-Würth-Gebäude,Engelbert-Arnold-Straße 2,76131.0,Innenstadt-Ost,,,,Zentrale Studienberatung (ZSB),
773,Institut für Angewandte Materialien - Angewandte Werkstoffphysik (IAM-AWP),Institut,"['49.10080', '8.43394']",https://www.iam.kit.edu/awp/,Forschungsinstitut,,"Campus Nord, Leopoldstraße",76131.0,Neureut,,,,"Angewandte Materialien - Angewandte Werkstoffphysik (IAM-AWP), Institut für",
774,Institut für Angewandte Materialien - Werkstoff- und Grenzflächenmechanik (IAM-MMI),Institut,"['49.09970', '8.43420']",https://www.iam.kit.edu/wbm/,Forschungsinstitut,,"Campus Nord, Leopoldstraße",76131.0,Neureut,,,,"Angewandte Materialien - Werkstoff- und Grenzflächenmechanik (IAM-MMI), Institut für",
775,Institut für Angewandte Materialien - Werkstoffkunde (IAM-WK) Gebäude 10.91,Institut,"['49.00999', '8.41346']",https://www.iam.kit.edu/wk/,,Altes Maschinenbaugebäude,Engelbert-Arnold-Straße 4,76131.0,Innenstadt-Ost,,,,"Angewandte Materialien - Werkstoffkunde (IAM-WK) Gebäude 10.91, Institut für",
776,Institut für Angewandte Materialien - Werkstoffkunde (IAM-WK) Gebäude 10.96,Institut,"['49.00986', '8.41411']",,,,Rudolf-Plank-Straße 1,76131.0,Innenstadt-Ost,,,,"Angewandte Materialien - Werkstoffkunde (IAM-WK) Gebäude 10.96, Institut für",
777,Institut für Angewandte Materialien – Keramische Werkstoffe und Technologien (IAM-KWT),Institut,"['49.01244', '8.42549']",https://www.iam.kit.edu/km/,Kommerziell,,Haid-und-Neu-Straße 7,76131.0,Oststadt,,,,"Angewandte Materialien – Keramische Werkstoffe und Technologien (IAM-KWT), Institut für",
778,Institut für Angewandte Materialien – Computational Materials Science (IAM-CMS),Institut,"['49.00999', '8.41346']",https://www.iam.kit.edu/cms/,,Altes Maschinenbaugebäude,Engelbert-Arnold-Straße 4,76131.0,Innenstadt-Ost,,,,"Angewandte Materialien – Computational Materials Science (IAM-CMS) , Institut für",
779,Institut für Angewandte Materialien - Energiespeichersysteme (IAM-ESS),Institut,"['49.09652', '8.43166']",https://www.iam.kit.edu/ess/,Forschungsinstitut,,"Campus Nord, Leopoldstraße",76131.0,Neureut,,,,"Angewandte Materialien - Energiespeichersysteme (IAM-ESS) , Institut für",
781,449,,"['49.09577', '8.43297']",,,,Weingartener Straße 449,76344.0,Leopoldshafen,,,,449,
782,01.87,,"['49.00510', '8.41154']",,,Zentrum für Angewandte Kulturwissenschaft und Studium Generale,Rüppurrer Straße 1a,76137.0,Südstadt,,,,01.87,
784,Oberer Hörsaal Maschinenbau,Hörsaal,"['49.00992', '8.41285']",,Auditorium,Mittlerer Hörsaal,Ehrenhof,76131.0,Innenstadt-Ost,,,,Oberer Hörsaal Maschinenbau (10.91),
785,30.28,,"['49.01296', '8.41222']",,,Lernzentrum am Fasanenschlösschen,Wolfgang-Gaede-Straße 6,76131.0,Innenstadt-Ost,,,,30.28,
786,01.85,,"['49.00887', '8.41043']",,,,Fritz-Erler-Straße 3,76133.0,Innenstadt-Ost,,,,01.85,
787,Karlsruhe Decision & Design Laboratory (KD²Lab),Einrichtung,"['49.00887', '8.41043']",https://www.kd2lab.kit.edu/,,,Fritz-Erler-Straße 3,76133.0,Innenstadt-Ost,,,,Karlsruhe Decision & Design Laboratory (KD²Lab),
788,3300,,"['49.01121', '8.39536']",,Apartments,,Karlstraße 11,76133.0,Innenstadt-West,,,,3300,
789,01.86,,"['49.00631', '8.41061']",,Unternehmen,Röser Media,Fritz-Erler-Straße 25,76133.0,Innenstadt-Ost,,,,01.86,
790,"Bereich I – Biologie, Chemie und Verfahrenstechnik (Campus Süd)",Einrichtung,"['49.00947', '8.41175']",https://www.kit.edu/b1/index.php,,Verwaltungsgebäude,Kaiserstraße 12,76131.0,Innenstadt-Ost,,,,"Bereich I – Biologie, Chemie und Verfahrenstechnik (Campus Süd)",
791,"Bereich I - Biologie, Chemie und Verfahrenstechnik (Campus Nord)",Einrichtung,"['49.09451', '8.43404']",https://www.kit.edu/b1/index.php,Service,,Blankenlocher Straße,76344.0,Leopoldshafen,,,,"Bereich I - Biologie, Chemie und Verfahrenstechnik (Campus Nord)",
792,"Bereich II - Informatik, Wirtschaft und Gesellschaft (CS)",Einrichtung,"['49.00949', '8.41163']",https://www.kit.edu/b2/index.php,,Studierendenservice,Englerstraße 13,76131.0,Innenstadt-Ost,,,,"Bereich II - Informatik, Wirtschaft und Gesellschaft (CS)",
793,"Bereich II - Informatik, Wirtschaft und Gesellschaft (CN)",Einrichtung,"['49.09483', '8.43473']",https://www.kit.edu/b2/index.php,Service,,Weingartener Straße,76344.0,Leopoldshafen,,,,"Bereich II - Informatik, Wirtschaft und Gesellschaft (CN)",
794,Bereich III - Maschinenbau und Elektrotechnik (CS),Einrichtung,"['49.00949', '8.41163']",https://www.kit.edu/b3/index.php,,Studierendenservice,Englerstraße 13,76131.0,Innenstadt-Ost,,,,Bereich III - Maschinenbau und Elektrotechnik (CS),
795,Bereich III - Maschinenbau und Elektrotechnik (CN),Einrichtung,"['49.09461', '8.43408']",https://www.kit.edu/b3/index.php,Service,,Blankenlocher Straße,76344.0,Leopoldshafen,,,,Bereich III - Maschinenbau und Elektrotechnik (CN),
796,Bereich IV - Natürliche und gebaute Umwelt (CS),Einrichtung,"['49.00948', '8.41162']",https://www.kit.edu/b4/index.php,,Verwaltungsgebäude,Kaiserstraße 12,76131.0,Innenstadt-Ost,,,,Bereich IV - Natürliche und gebaute Umwelt (CS),
797,Bereich IV - Natürliche und gebaute Umwelt (CN),Einrichtung,"['49.09387', '8.43643']",https://www.kit.edu/b4/index.php,Turm,,Karlsruher Allee,76344.0,Leopoldshafen,,,,Bereich IV - Natürliche und gebaute Umwelt (CN),
798,Bereich V - Physik und Mathematik (CS),Einrichtung,"['49.00948', '8.41162']",https://www.kit.edu/b5/index.php,,Verwaltungsgebäude,Kaiserstraße 12,76131.0,Innenstadt-Ost,,,,Bereich V - Physik und Mathematik (CS),
799,Bereich V - Physik und Mathematik (CN),Einrichtung,"['49.09484', '8.43468']",https://www.kit.edu/b5/index.php,Service,,Weingartener Straße,76344.0,Leopoldshafen,,,,Bereich V - Physik und Mathematik (CN),
800,440,,"['49.09308', '8.43615']",,Service,,Friedrichstaler Straße,76344.0,Leopoldshafen,,,,440,
804,9675,,"['49.09428', '8.43507']",,Service,,Karlsruher Allee,76344.0,Leopoldshafen,,,,9675,
805,KIT-Zentrum für Klima und Umwelt,Einrichtung,"['49.09428', '8.43509']",https://www.klima-umwelt.kit.edu/index.php,Service,,Neutharder Straße,76344.0,Leopoldshafen,,,,KIT-Zentrum für Klima und Umwelt,
806,KIT-Zentrum Energie,Einrichtung,"['49.09429', '8.43509']",https://www.energie.kit.edu/index.php,Service,,Neutharder Straße,76344.0,Leopoldshafen,,,,KIT-Zentrum Energie,
807,Projektträger Karlsruhe (PTKA),Einrichtung,"['49.09429', '8.43509']",https://www.ptka.kit.edu/,Service,,Neutharder Straße,76344.0,Leopoldshafen,,,,Projektträger Karlsruhe (PTKA),
808,01.80,,"['49.00987', '8.41098']",,Büro,,Englerstraße 14,76131.0,Innenstadt-Ost,,,,01.80,
809,20.40,,"['49.01126', '8.41137']",,,Architektur,Englerstraße 7,76131.0,Innenstadt-Ost,,yes,Rollstuhlrampe auf der Rückseite des Gebäudes. Aufzug befindet sich links. Behindertengerechten Toiletteim UG nähe Rampe,20.40,
810,30.48,,"['49.01317', '8.41478']",,,Materialwissenschaftliches Zentrum für Energiesysteme,Straße am Forum 7,76131.0,Innenstadt-Ost,,,,30.48,
811,30.49,,"['49.01351', '8.41538']",,Service,Richard-Willstätter-Allee,Richard-Willstätter-Allee,76131.0,Innenstadt-Ost,,,,30.49,
812,Institut für Theorie der Kondensierten Materie,Institut,"['49.01307', '8.41076']",https://www.tkm.kit.edu/,,Physik-Werkstattgebäude,Wolfgang-Gaede-Straße 3,76131.0,Innenstadt-Ost,,no,,"Theorie der Kondensierten Materie, Institut für",
813,Fachbibliothek WIWI,Einrichtung,"['49.01303', '8.37530']",https://www.wiwi.kit.edu/bib.php,Bibliothek,Wirtschaftswissenschaftliche Fakultätsbibliothek,Blücherstraße 17,76185.0,Weststadt,,,,Fachbibliothek WIWI,
814,"Professur für Industrieökonomik, Institut für Volkswirtschaftslehre (ECON)",Institut,"['49.01302', '8.37533']",https://io.econ.kit.edu/,,,Blücherstraße 17,76185.0,Weststadt,,,,"Professur für Industrieökonomik, Institut für Volkswirtschaftslehre (ECON)",
815,"Professur für Finanzwissenschaft und Public Management, Institut für Volkswirtschaftslehre (ECON)",Institut,"['49.01301', '8.37530']",https://fiwi.econ.kit.edu/index.php,,,Blücherstraße 17,76185.0,Weststadt,,,,"Professur für Finanzwissenschaft und Public Management, Institut für Volkswirtschaftslehre (ECON)",
816,"Professur für Makroökonomik, Institut für Volkswirtschaftslehre (ECON)",Institut,"['49.01302', '8.37529']",https://macro.econ.kit.edu/,Bibliothek,Wirtschaftswissenschaftliche Fakultätsbibliothek,Blücherstraße 17,76185.0,Weststadt,,,,"Professur für Makroökonomik, Institut für Volkswirtschaftslehre (ECON)",
817,"Professur für Netzwerkökonomie, Institut für Volkswirtschaftslehre (ECON",Institut,"['49.00891', '8.41131']",https://netze.econ.kit.edu/,Apartments,,Waldhornstraße 27,76131.0,Innenstadt-Ost,,,,"Professur für Netzwerkökonomie, Institut für Volkswirtschaftslehre (ECON",
818,"Professur für Ökonometrie, Institut für Volkswirtschaftslehre (ECON)",Institut,"['49.01303', '8.37528']",https://statistik.econ.kit.edu/,Bibliothek,Wirtschaftswissenschaftliche Fakultätsbibliothek,Blücherstraße 17,76185.0,Weststadt,,,,"Professur für Ökonometrie, Institut für Volkswirtschaftslehre (ECON)",
819,"Professur für Politische Ökonomie, Institut für Volkswirtschaftslehre (ECON)",Institut,"['49.00895', '8.41037']",https://polit.econ.kit.edu/deutsch/index.php,,,Fritz-Erler-Straße 3,76133.0,Innenstadt-Ost,,,,"Professur für Politische Ökonomie, Institut für Volkswirtschaftslehre (ECON)",
820,"Professur für Wirtschaftspolitik, Institut für Volkswirtschaftslehre (ECON)",Institut,"['49.00494', '8.41088']",https://wipo.econ.kit.edu/,,Postbeamtenkrankenkasse,Rüppurrer Straße 1a,76137.0,Südstadt,"Mo-Th 08:30-16:00; Fr 08:30-15:00; Sa,Su,PH off",yes,,"Professur für Wirtschaftspolitik, Institut für Volkswirtschaftslehre (ECON)",
822,"Ökonomie und Ökologie des Wohnungsbaus (OEW), Fachgebiet Immobilienwirtschaft",Institut,"['49.01237', '8.40929']",https://www.oew.kit.edu/,Parkplatz,,Engesserstraße,76131.0,Innenstadt-Ost,,,,"Ökonomie und Ökologie des Wohnungsbaus (OEW), Fachgebiet Immobilienwirtschaft",
824,KIT-Fakultät für Wirtschaftswissenschaften,Einrichtung,"['49.00915', '8.40934']",https://www.wiwi.kit.edu/fakultaet.php,,Kollegiengebäude am Kronenplatz,Kaiserstraße 89-93,76133.0,Innenstadt-Ost,,,,"Wirtschaftswissenschaften, KIT-Fakultät für",
825,"Institut für Soziologie, Medien- und Kulturwissenschaften (ISMK)",Institut,"['49.01025', '8.41176']",https://geistsoz.kit.edu/ismk/,,Kollegiengebäude am Ehrenhof,Englerstraße 11,76131.0,Innenstadt-Ost,,,,"Soziologie, Medien- und Kulturwissenschaften (ISMK), Institut für ",
828,"Institut für Operations Research (IOR), Bereich Diskrete Optimierung und Logistik",Institut,"['49.00914', '8.40928']",https://dol.ior.kit.edu/,,Kollegiengebäude am Kronenplatz,Kaiserstraße 89-93,76133.0,Innenstadt-Ost,,,,"Institut für Operations Research (IOR), Bereich Diskrete Optimierung und Logistik",
829,"Institut für Operations Research (IOR), Bereich Kontinuierliche Optimierung",Institut,"['49.01300', '8.37529']",https://kop.ior.kit.edu/,,,Blücherstraße 17,76185.0,Weststadt,,,,"Institut für Operations Research (IOR), Bereich Kontinuierliche Optimierung",
830,"Institut für Operations Research (IOR), Bereich Stochastische Modellierung und Optimierung",Institut,"['49.01305', '8.37524']",https://smo.ior.kit.edu/,Bibliothek,Wirtschaftswissenschaftliche Fakultätsbibliothek,Blücherstraße 17,76185.0,Weststadt,,,,"Institut für Operations Research (IOR), Bereich Stochastische Modellierung und Optimierung",
831,"Institut für Operations Research (IOR), Bereich Analytics and Statistics",Institut,"['49.00493', '8.41080']",https://as.ior.kit.edu/index.php,Büro,,Rüppurrer Straße 1a,76137.0,Südstadt,,,,"Institut für Operations Research (IOR), Bereich Analytics and Statistics",
832,09.20,,"['49.00944', '8.39324']",,Kommerziell,,Kaiserstraße 223,76133.0,Innenstadt-West,,,,09.20,
833,09.21,,"['49.01305', '8.37527']",,Bibliothek,Wirtschaftswissenschaftliche Fakultätsbibliothek,Blücherstraße 17,76185.0,Weststadt,,,,09.21,
834,9651,,"['49.09502', '8.43545']",,Service,,Weingartener Straße,76344.0,Leopoldshafen,,,,9651,
835,Schwerbehindertenvertretung (SBV) Campus Nord,Einrichtung,"['49.09361', '8.42831']",https://www.sbv.kit.edu/,Parkplatz,,Eggensteiner Straße,76344.0,Leopoldshafen,,,,Schwerbehindertenvertretung (SBV) Campus Nord,
837,Institut für Technikzukünfte,Institut,"['49.00952', '8.39331']",https://www.itz.kit.edu/index.php,Kommerziell,,Kaiserstraße 223,76133.0,Innenstadt-West,,,,"Technikzukünfte, Institut für ",
838,Institut für Angewandte Betriebswirtschaftslehre und Unternehmensführung (IBU),Institut,"['49.00905', '8.40956']",https://www.ibu.kit.edu/index.php,Parkplatz,Parkgarage Kaiserstraße (KIT),Fritz-Erler-Straße 6,76133.0,Innenstadt-Ost,"Mo-Su,PH 00:00-24:00 open; Mo-Su,PH 02:00-06:00 closed ""nur Ausfahrt möglich""",,,"Angewandte Betriebswirtschaftslehre und Unternehmensführung (IBU), Institut für",
839,KIT-Fakultät für Maschinenbau,Einrichtung,"['49.00987', '8.41365']",https://www.mach.kit.edu/index.php,,Altes Maschinenbaugebäude,Engelbert-Arnold-Straße 4,76131.0,Innenstadt-Ost,,,,"Maschinenbau, KIT-Fakultät für",
840,70.03,,"['49.02215', '8.43354']",,Wohnen,,Alt-Rintheim,76131.0,Rintheim,,,,70.03,
841,145,,"['49.09323', '8.42917']",,Kantine,,Hermann-von-Helmholtz-Platz 1,76344.0,Leopoldshafen,Mo-Fr 07:00-18:00,yes,,145,
842,40.50,,"['49.01418', '8.41438']",,,Engler-Bunte-Institut (EBI) / MINT-Kolleg KIT,Engler-Bunte-Ring 1b,76131.0,Innenstadt-Ost,,,,40.50,
842,40.50,,"['49.01418', '8.41438']",,,Engler-Bunte-Institut (EBI) / MINT-Kolleg KIT,Engler-Bunte-Ring 1b,76131.0,Innenstadt-Ost,,,,40.50,
843,40.51,,"['49.01414', '8.41491']",,Parkplatz,,Engler-Bunte-Ring,76131.0,Innenstadt-Ost,,,,40.51,
843,40.51,,"['49.01414', '8.41491']",,Parkplatz,,Engler-Bunte-Ring,76131.0,Innenstadt-Ost,,,,40.51,
844,Evaluationsstelle (STS-QM),Einrichtung,"['49.00967', '8.41144']",https://www.sek.kit.edu/215.php,Fahrradstellplätze,,Ehrenhof,76131.0,Innenstadt-Ost,,,,Evaluationsstelle (STS-QM),
845,40.44,,"['49.01615', '8.41488']",,,Hagsfelder Allee,Hagsfelder Allee,76131.0,Innenstadt-Ost,,,,40.44,
846,Hochschulsport,Einrichtung,"['49.01605', '8.41686']",https://www.sport.kit.edu/Hochschulsport.php,,,Engler-Bunte-Ring 15,76131.0,Innenstadt-Ost,,yes,,Hochschulsport,
847,Versuchsanstalt des Joseph Gottlieb Kölreuter Instituts für Pflanzenwissenschaften,Einrichtung,"['49.01325', '8.41928']",https://www.jkip.kit.edu/garten/index.php,,Botanischer Garten des KIT,Am Fasanengarten 2,76131.0,Oststadt,"Apr-Sep Mo-Fr 08:00-16:00; Apr-Sep Su,PH 10:00-16:00; Oct-Mar Mo-Fr 08:00-15:00; Oct-Mar Su,PH 10:00-14:00",,,Versuchsanstalt des Joseph Gottlieb Kölreuter Instituts für Pflanzenwissenschaften,
849,01.90,,"['49.00965', '8.41101']",,,Internet Café Aso,Kaiserstraße 14,76131.0,Innenstadt-Ost,Mo-Fr 09:00-22:00; Sa 10:00-22:00,,,01.90,
850,01.99,,"['49.00966', '8.40757']",,,Institut für Telematik - Lehrstuhl Prof. Zitterbart,Kaiserstraße 40,76133.0,Innenstadt-Ost,,,,01.99,
851,09.22,,"['48.99330', '8.34448']",,Kommerziell,,Brandenkopfstraße 1,76189.0,Grünwinkel,,,,09.22,
852,09.23,,"['49.00519', '8.39072']",,,escos automation GmbH,Kriegsstraße 77,76133.0,Südweststadt,,,,09.23,
853,70.04,,"['49.02272', '8.43344']",,,,Rintheimer Querallee 2,76131.0,Rintheim,,,,70.04,
854,Mitfahrbank (Campus Süd): Bibliothek,Einrichtung,"['49.01086', '8.41658']",,,Theodor-Rehbock-Flussbaulaboratorium,Engesserstraße 22,76131.0,Innenstadt-Ost,,,,Mitfahrbank (Campus Süd): Bibliothek,
855,Mitfahrbank (Campus Süd): Schranke zur Westeinfahrt,Einrichtung,"['49.01166', '8.40886']",,Parkplatz,Scientific Computing Center,Zirkel,76131.0,Innenstadt-Ost,,,,Mitfahrbank (Campus Süd): Schranke zur Westeinfahrt,
856,Mitfahrbank (Campus Nord): Südtor,Einrichtung,"['49.09126', '8.42776']",,,,Hermann-von-Helmholtz-Platz,76344.0,Leopoldshafen,,,,Mitfahrbank (Campus Nord): Südtor,
857,Stab und Strategie (STS),Einrichtung,"['49.01029', '8.41182']",https://www.sts.kit.edu/,,Kollegiengebäude am Ehrenhof,Englerstraße 11,76131.0,Innenstadt-Ost,,,,Stab und Strategie (STS),
858,Technik-Haus,Einrichtung,"['49.09260', '8.43165']",https://www.tec.kit.edu/index.php,Service,,Neureuter Straße,76344.0,Leopoldshafen,,,,Technik-Haus,
859,70.01,,"['49.02105', '8.43177']",,Wohnen,,Alt-Rintheim,76131.0,Rintheim,,,,70.01,
862,Archiv für Architektur und Ingenieurbau (saai),Institut,"['49.00927', '8.41509']",https://www.saai.kit.edu/index.php,,,Kaiserstraße 8,76131.0,Innenstadt-Ost,,,,Archiv für Architektur und Ingenieurbau (saai),
863,"Angewandte Materialien - Elektrochemische Technologien (IAM-ET), Institut  für",Institut,"['49.01602', '8.42067']",https://www.iam.kit.edu/et/index.php,,Forschungszentrum Umwelt,Adenauerring 20b,76131.0,Oststadt,"Mo-Fr 07:00-18:00; Sa,Su,PH off",,,"Angewandte Materialien - Elektrochemische Technologien (IAM-ET), Institut  für",
864,Institut für Beschleunigerphysik und Technologie (IBPT) - Direktor/Verwaltung,Institut,"['49.09613', '8.42886']",https://www.ibpt.kit.edu/index.php,,,Weingartener Straße 345,76344.0,Leopoldshafen,,,,"Beschleunigerphysik und Technologie (IBPT) - Direktor/Verwaltung, Institut für",
865,Institut für Beschleunigerphysik und Technologie (IBPT) - Büros,Institut,"['49.09638', '8.42966']",https://www.ibpt.kit.edu/index.php,,,Weingartener Straße 345,76344.0,Leopoldshafen,,,,"Beschleunigerphysik und Technologie (IBPT) - Büros, Institut für",
866,5252,,"['49.09171', '8.43308']",,Service,,Friedrichstaler Straße,76344.0,Leopoldshafen,,,,5252,
867,1600,,"['49.11186', '8.43739']",,,,Friedrichstaler Straße,76351.0,Linkenheim-Hochstetten,Mo-Fr 05:30-20:30; PH off,,,1600,
870,229,,"['49.09148', '8.43178']",,Parkplatz,,L 559,76131.0,Neureut,,,,229,
871,01.95,,"['49.00903', '8.41213']",,Apartments,,Kaiserstraße 53,76131.0,Innenstadt-Ost,,,,01.95,
872,10.22 - LAZ,,"['49.00941', '8.41389']",,,Kollegiengebäude Maschinenbau II,Kaiserstraße 10,76131.0,Innenstadt-Ost,,yes,,10.22 - LAZ,
873,50.28 - InformatiKOM II,,"['49.01057', '8.41924']",,,,Adenauerring 10,76131.0,Oststadt,,,,50.28 - InformatiKOM II,
874,50.19 - InformatiKOM I,,"['49.01137', '8.41882']",,,InformatiKOM 1,Adenauerring 12,76131.0,Oststadt,Mo-Fr 09:00-19:00; Mo-Su 07:00-22:00 with KIT-Card,,,50.19 - InformatiKOM I,
875,Kleiner Hörsaal Bauingenieure,Hörsaal,"['49.00972', '8.41689']",,,,Reinhard-Baumeister-Platz 1,76131.0,Innenstadt-Ost,,,,Kleiner Hörsaal Bauingenieure (10.50),
876,Chemie-Hörsaal II,Hörsaal,"['49.01241', '8.41389']",,,,Fritz-Haber-Weg 2-6,76131.0,Innenstadt-Ost,,,,Chemie-Hörsaal II (30.41),
877,Chemie-Hörsaal III,Hörsaal,"['49.01241', '8.41384']",,,,Fritz-Haber-Weg 2-6,76131.0,Innenstadt-Ost,,,,Chemie-Hörsaal III (30.41),
878,Mittlerer Hörsaal Maschinenbau,Hörsaal,"['49.00996', '8.41291']",,,Altes Maschinenbaugebäude,Engelbert-Arnold-Straße 4,76131.0,Innenstadt-Ost,,,,Mittlerer Hörsaal Maschinenbau (10.91),
879,Physik-Hörsaal Nr. 4,Hörsaal,"['49.01245', '8.41066']",,Bibliothek,Fachbibliothek Physik,Engesserstraße,76131.0,Innenstadt-Ost,Mo-Fr 09:00-19:00; Sa 09:00-12:30,yes,,Physik-Hörsaal Nr. 4 (30.22),
880,Fritz-Haller-Hörsaal,Hörsaal,"['49.01104', '8.41090']",,,Architektur,Englerstraße 7,76131.0,Innenstadt-Ost,,yes,Rollstuhlrampe auf der Rückseite des Gebäudes. Aufzug befindet sich links. Behindertengerechten Toiletteim UG nähe Rampe,Fritz-Haller-Hörsaal (20.40),
881,Neuer Hörsaal Architektur,Hörsaal,"['49.01098', '8.41091']",,,Architektur,Englerstraße 7,76131.0,Innenstadt-Ost,,yes,Rollstuhlrampe auf der Rückseite des Gebäudes. Aufzug befindet sich links. Behindertengerechten Toiletteim UG nähe Rampe,Neuer Hörsaal Architektur (20.40),
882,Neuer Hörsaal Chemie,Hörsaal,"['49.01183', '8.41388']",,,Chemie-Flachbau,Fritz-Haber-Weg 2-6,76131.0,Innenstadt-Ost,,,,Neuer Hörsaal Chemie (30.46),
883,Engler-Bunte-Hörsaal,Hörsaal,"['49.01401', '8.41431']",,,Engler-Bunte-Institut (EBI) / MINT-Kolleg KIT,Engler-Bunte-Ring 1b,76131.0,Innenstadt-Ost,,,,Engler-Bunte-Hörsaal (40.50),
884,Bauingenieure-Hörsaal,Hörsaal,"['49.01414', '8.42099']",,,Kollegiengebäude Bauingenieurwesen III,Gotthard-Franz-Straße 3,76131.0,Oststadt,,yes,Aufzug vorhanden,Bauingenieure-Hörsaal (50.31),
885,Hörsaal 101,Hörsaal,"['49.00968', '8.41689']",,,,Reinhard-Baumeister-Platz 1,76131.0,Innenstadt-Ost,,,,Hörsaal 101 (10.50),
886,Hörsaal 102,Hörsaal,"['49.00969', '8.41687']",,,Bauingenieurshochhaus,Reinhard-Baumeister-Platz 1,76131.0,Innenstadt-Ost,,yes,,Hörsaal 102 (10.50),
887,508,,"['49.09876', '8.43137']",,Forschungsinstitut,,"Campus Nord, Leopoldshafener Allee",76344.0,Leopoldshafen,,,,508,
888,665,,"['49.10050', '8.43674']",,,,,,,,,,665,
889,666,,"['49.10046', '8.43690']",,,,,,,,,,666,
890,667,,"['49.10044', '8.43707']",,,,,,,,,,667,
891,668,,"['49.10026', '8.43675']",,,,,,,,,,668,
892,669,,"['49.10022', '8.43704']",,,,,,,,,,669,
893,Energy Lab,,"['49.09934', '8.43641']",https://www.elab.kit.edu,,,,,,,,,Energy Lab,
894,Institut für Wirtschaftsinformatik (WIN),Institut,"['49.00896', '8.40931']",https://www.win.kit.edu/index.php,Cafe,intro Café,Kronenplatz 89 - 93,76133.0,Innenstadt-Ost,Tu-Fr 10:00-17:00; Sa-Su 10:00-18:00,yes,,Institut für Wirtschaftsinformatik (WIN),
895,KinderUniversum,Einrichtung,"['49.01016', '8.41964']",,Kindergarten,,Karl-Wilhelm-Straße 1,76131.0,Oststadt,,,,KinderUniversum,
896,214,,"['49.09085', '8.43021']",,Hackerspace,ZEISS Makerspace @ KIT,Leopoldstraße,76131.0,Neureut,"Mo,Fr 14:30-18:30",,,214,
